######################################################################################
# PhishScore | PhishStats                                                            #
# Score ranges: 0-2 likely 2-4 suspicious 4-6 phishing 6-10 omg phishing!            #
# Ranges may be adjusted without notice. List updated every 90 minutes. Do not crawl #
# too much at the risk of being blocked.                                             #
# Many Phishing websites are legitimate websites that have been hacked, so keep that #
# in mind before blocking everything. Feed is provided as is, without any warrant.   #
# CSV: Date,Score,URL,IP                                                             #
######################################################################################
"2024-07-04 17:02:41","6.10","https://google.com/amp/s/cloudflare-ipfs.com/ipfs/QmaQvXhyT6QD3s3PM15Qmr5zVn79YMLJ7ZNBiXTzy7xmyG/#info@mup.cz","142.250.80.110"
"2024-07-04 17:02:40","5.90","https://google.com/amp/s/cloudflare-ipfs.com/ipfs/QmaQvXhyT6QD3s3PM15Qmr5zVn79YMLJ7ZNBiXTzy7xmyG/","142.250.80.78"
"2024-07-04 17:02:37","2.70","https://google.com//amp/a/barkingspainc.com/.Mtree34$/EMAIL_REDACTED","2607:f8b0:4006:820::200e"
"2024-07-04 17:00:58","4.80","https://96.230.205.92.host.secureserver.net/sclbluewin0881/","92.205.230.96"
"2024-07-04 17:00:47","3.50","https://244.162.205.92.host.secureserver.net/local/index.html","92.205.162.244"
"2024-07-04 17:00:46","2.00","https://236.94.74.97.host.secureserver.net/trust-safe-wallet/","97.74.94.236"
"2024-07-04 17:00:44","5.00","https://138.110.205.92.host.secureserver.net/sclbluewinz761/","92.205.110.138"
"2024-07-04 16:59:21","2.50","http://93.201.178.68.host.secureserver.net/livegtx455","68.178.201.93"
"2024-07-04 14:07:22","5.30","https://mousas.com.br/pendiente/error.php","192.185.217.42"
"2024-07-04 14:06:56","5.80","https://languid-incredible-sort.glitch.me/public/zs64hg6098ki.htm","54.224.168.88"
"2024-07-04 14:06:54","2.00","https://kdostjva.e-kei.pl/","94.152.13.42"
"2024-07-04 14:03:46","4.50","http://pub-1b634168cd404e2d8bece63d5ebb4798.r2.dev/ulnt.html","104.18.2.35"
"2024-07-04 14:03:09","5.00","http://languid-incredible-sort.glitch.me/public/zs64hg6098ki.htm","54.224.168.88"
"2024-07-04 14:03:08","1.50","http://kdostjva.e-kei.pl/","94.152.13.42"
"2024-07-04 11:22:35","1.70","http://zp.jeanyeung111.workers.dev/","104.21.12.175"
"2024-07-04 11:22:34","5.80","http://yg.xiehe9923.link/","104.21.77.54"
"2024-07-04 11:22:32","4.10","http://www.nisiradio.com/SharePointProposalFile/","216.219.87.194"
"2024-07-04 11:22:31","5.90","http://www.mcgzsb.com/","43.239.167.202"
"2024-07-04 11:22:27","3.10","http://www.keepo.io/telstra0/","18.238.55.67"
"2024-07-04 11:22:25","4.50","http://www.iispec.org/","92.205.174.96"
"2024-07-04 11:22:24","4.60","http://www.goflydigital.com/a/b/","2a02:4780:b:730:0:184c:5cf3:e"
"2024-07-04 11:22:22","4.10","http://ww-wellsfargo.pages.dev/","172.66.44.179"
"2024-07-04 11:22:21","1.20","http://www-dana.indonesiaresmi.my.id/","2606:4700:3037::ac43:df54"
"2024-07-04 11:22:19","6.40","http://www.bet6105365.com/","52.184.13.166"
"2024-07-04 11:22:15","6.00","http://www.356638.com/","18.163.91.203"
"2024-07-04 11:22:11","4.20","http://wwe.shileyshine.dns-dynamic.net/","2606:4700:310c::ac42:2f98"
"2024-07-04 11:22:10","4.20","http://wwe.mjnhgtbhjm6g.dns-dynamic.net/","2606:4700:310c::ac42:2cc7"
"2024-07-04 11:22:08","4.50","http://wss-bk7.pages.dev/jquery/jquery.min.js","2606:4700:310c::ac42:2f4b"
"2024-07-04 11:22:06","6.10","http://wmsk.free.hr/","172.67.199.213"
"2024-07-04 11:22:05","4.70","http://whatgravitychallenge.com/owa-authlogon.aspx","98.142.107.114"
"2024-07-04 11:22:02","4.50","http://web.telegram.data-bees.cn/","47.243.116.226"
"2024-07-04 11:22:00","4.40","http://webmillionaire.website.ytwwrntym.com/","194.36.191.196"
"2024-07-04 11:21:58","2.80","http://walletssync.pages.dev/","172.66.44.215"
"2024-07-04 11:21:57","5.00","http://wallet-phant0m.weebly.com/","74.115.51.9"
"2024-07-04 11:21:56","2.80","http://vps53627.publiccloud.com.br/REDIUJXCFBIG3A45IBDIE4NBDGUENGOIE1?","191.252.202.79"
"2024-07-04 11:21:54","3.80","http://vps53627.publiccloud.com.br/REDIUJXCFBIG3A45IBDIE4NBDGUENGOIE1","191.252.202.79"
"2024-07-04 11:21:51","3.90","http://verifypage.my.id/","119.28.122.59"
"2024-07-04 11:21:47","4.30","http://uuu-holdlog.godaddysites.com/","13.248.243.5"
"2024-07-04 11:21:46","3.00","http://us2.47650742.workers.dev/","172.67.191.76"
"2024-07-04 11:21:45","5.70","http://uppholldbcloginn.gitbook.io/","104.18.40.47"
"2024-07-04 11:21:43","3.50","http://uphooldlogua.gitbook.io/","2606:4700:4400::ac40:93d1"
"2024-07-04 11:21:42","4.00","http://unusualaccountrestricted90.github.io/","185.199.108.153"
"2024-07-04 11:21:41","3.30","http://univ3-frontend-git-blueprint-stabl.vercel.app/","76.76.21.93"
"2024-07-04 11:21:39","4.80","http://tokenpoxket.pro/","8.8.8.8"
"2024-07-04 11:21:28","4.10","http://tokelp0cket.top/","172.67.198.169"
"2024-07-04 11:21:26","6.80","http://tls1003.55500785.xyz/","2606:4700:3030::ac43:dd67"
"2024-07-04 11:21:25","3.20","http://testings3.galgad07.workers.dev/","2606:4700:3037::6815:5550"
"2024-07-04 11:21:24","4.30","http://telstra-107132.weeblysite.com/","74.115.51.55"
